Phone,Price,Mobile Link,Brand,Color,Storage,Image URL
"IQOO Z7S 5G (Norway Blue, 128 GB)","₹16,990",https://www.flipkart.com/iqoo-z7s-5g-norway-blue-128-gb/p/itmd271c852acda8?pid=MOBGPUD6Z7X6YPHT&lid=LSTMOBGPUD6Z7X6YPHTRXB1IQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_389&otracker=browse&fm=organic&iid=a5ad2794-02f3-42a1-86cb-8fd90c0b2337.MOBGPUD6Z7X6YPHT.SEARCH&ppt=None&ppn=None&ssid=yvvkqd3l5s0000001713283234138,IQOO,Charcoal Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/b/u/z7s-5g-iqz7s-iqoo-original-imagpud6mdn3cvqr.jpeg?q=70
"Motorola e13 (Creamy White, 128 GB)","₹7,499",https://www.flipkart.com/motorola-e13-creamy-white-128-gb/p/itm86685fe45c149?pid=MOBGQFX6QTTM2GSH&lid=LSTMOBGQFX6QTTM2GSHNSA5P6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_390&otracker=browse&fm=organic&iid=a5ad2794-02f3-42a1-86cb-8fd90c0b2337.MOBGQFX6QTTM2GSH.SEARCH&ppt=None&ppn=None&ssid=yvvkqd3l5s0000001713283234138,Motorola,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/u/h/-original-imagsf4rcgqz6mbh.jpeg?q=70
"REDMI Note 13 5G (Arctic White, 256 GB)","₹20,966",https://www.flipkart.com/redmi-note-13-5g-arctic-white-256-gb/p/itm82475e073eb2e?pid=MOBGXYWWRS3CPZVD&lid=LSTMOBGXYWWRS3CPZVDT9LGHN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_391&otracker=browse&fm=organic&iid=a5ad2794-02f3-42a1-86cb-8fd90c0b2337.MOBGXYWWRS3CPZVD.SEARCH&ppt=None&ppn=None&ssid=yvvkqd3l5s0000001713283234138,REDMI,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/l/j/-original-imagzrfwkeu2zazh.jpeg?q=70
"Motorola Edge 40 Neo (Soothing Sea, 256 GB)","₹24,999",https://www.flipkart.com/motorola-edge-40-neo-soothing-sea-256-gb/p/itm5bd7da24f41ef?pid=MOBGQFX6H2H2UHFZ&lid=LSTMOBGQFX6H2H2UHFZTTEXAM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_392&otracker=browse&fm=organic&iid=a5ad2794-02f3-42a1-86cb-8fd90c0b2337.MOBGQFX6H2H2UHFZ.SEARCH&ppt=None&ppn=None&ssid=yvvkqd3l5s0000001713283234138,Motorola,Ash Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/h/7/edge-40-neo-payj0004in-motorola-original-imagtkezzam4qxfq.jpeg?q=70
LAVA Gem Power Dual Sim Keypad Phone|2575 mAh Battery| Expandable Upto 32 MB,"₹1,694",https://www.flipkart.com/lava-gem-power-dual-sim-keypad-phone-2575-mah-battery-expandable-upto-32-mb/p/itmec5c1a06c7267?pid=MOBGPFMEV4FZHFH2&lid=LSTMOBGPFMEV4FZHFH2VVKIBU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_393&otracker=browse&fm=organic&iid=a5ad2794-02f3-42a1-86cb-8fd90c0b2337.MOBGPFMEV4FZHFH2.SEARCH&ppt=None&ppn=None&ssid=yvvkqd3l5s0000001713283234138,LAVA,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/d/9/gem-power-lf9000-lava-original-imagpfmdmtt2czfu.jpeg?q=70
"LAVA Hero Glow DS Keypad Mobile, FM Radio, Call Recording,Expandable Upto 32 GB",₹848,https://www.flipkart.com/lava-hero-glow-ds-keypad-mobile-fm-radio-call-recording-expandable-upto-32-gb/p/itm02eab5c1ef42f?pid=MOBGVY8DJ9PDBQNG&lid=LSTMOBGVY8DJ9PDBQNGXKK3J5&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_394&otracker=browse&fm=organic&iid=a5ad2794-02f3-42a1-86cb-8fd90c0b2337.MOBGVY8DJ9PDBQNG.SEARCH&ppt=None&ppn=None&ssid=yvvkqd3l5s0000001713283234138,LAVA,Royal Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/c/3/hero-glow-h6-lava-original-imagvy8dkrhx4p6w.jpeg?q=70
Kechaoda K115,"₹1,099",https://www.flipkart.com/kechaoda-k115/p/itmexfz2mgxnzhnd?pid=MOBFTUZUGEC8QGCY&lid=LSTMOBFTUZUGEC8QGCYLBVDCX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_395&otracker=browse&fm=organic&iid=a5ad2794-02f3-42a1-86cb-8fd90c0b2337.MOBFTUZUGEC8QGCY.SEARCH&ppt=None&ppn=None&ssid=yvvkqd3l5s0000001713283234138,Kechaoda,White,512 GB,https://rukminim2.flixcart.com/image/312/312/kd69z0w0/mobile/g/c/y/kechaoda-k115-k115-original-imafu5a9j8fhzzpc.jpeg?q=70
"REDMI A3 (Olive Green, 64 GB)","₹6,998",https://www.flipkart.com/redmi-a3-olive-green-64-gb/p/itm1fc0a3fd38ff5?pid=MOBGZF9PGSCTKJTA&lid=LSTMOBGZF9PGSCTKJTAH9WI3H&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_396&otracker=browse&fm=organic&iid=a5ad2794-02f3-42a1-86cb-8fd90c0b2337.MOBGZF9PGSCTKJTA.SEARCH&ppt=None&ppn=None&ssid=yvvkqd3l5s0000001713283234138,REDMI,Groovy Violet,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/z/9/a3-mzb0h0min-redmi-original-imagy2wssjzud2sn.jpeg?q=70
"SAMSUNG Galaxy F04 (Jade Purple, 64 GB)","₹7,999",https://www.flipkart.com/samsung-galaxy-f04-jade-purple-64-gb/p/itm0934dc56a1df7?pid=MOBGKY2VTP3XETBR&lid=LSTMOBGKY2VTP3XETBRJKXEIM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_397&otracker=browse&fm=organic&iid=a5ad2794-02f3-42a1-86cb-8fd90c0b2337.MOBGKY2VTP3XETBR.SEARCH&ppt=None&ppn=None&ssid=yvvkqd3l5s0000001713283234138,SAMSUNG,Starshine Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/g/1/-original-imaguechpztrxtgh.jpeg?q=70
"LAVA Hero Glow DS Keypad Mobile, FM Radio, Call Recording,Expandable Upto 32 GB",₹848,https://www.flipkart.com/lava-hero-glow-ds-keypad-mobile-fm-radio-call-recording-expandable-upto-32-gb/p/itm02eab5c1ef42f?pid=MOBGVXQVYSVGXCGN&lid=LSTMOBGVXQVYSVGXCGNKTFZVD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_398&otracker=browse&fm=organic&iid=a5ad2794-02f3-42a1-86cb-8fd90c0b2337.MOBGVXQVYSVGXCGN.SEARCH&ppt=None&ppn=None&ssid=yvvkqd3l5s0000001713283234138,LAVA,Satin Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/p/e/hero-glow-h6-lava-original-imagvp59cdtggr3d.jpeg?q=70
"LAVA Hero Glow DS Keypad Mobile, FM Radio, Call Recording,Expandable Upto 32 GB",₹848,https://www.flipkart.com/lava-hero-glow-ds-keypad-mobile-fm-radio-call-recording-expandable-upto-32-gb/p/itm02eab5c1ef42f?pid=MOBGVY8GR5YBKPGP&lid=LSTMOBGVY8GR5YBKPGP0CGX7O&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_399&otracker=browse&fm=organic&iid=a5ad2794-02f3-42a1-86cb-8fd90c0b2337.MOBGVY8GR5YBKPGP.SEARCH&ppt=None&ppn=None&ssid=yvvkqd3l5s0000001713283234138,LAVA,Glacier Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/c/f/hero-glow-h6-lava-original-imagvy8ghdddbkyf.jpeg?q=70
LAVA A7 Torch Dual Sim Keypad Phone|2574 mAh Battery|Expandable Upto 32 GB,"₹1,397",https://www.flipkart.com/lava-a7-torch-dual-sim-keypad-phone-2574-mah-battery-expandable-upto-32-gb/p/itm2009388a2a9af?pid=MOBGSSU5XVUHND2S&lid=LSTMOBGSSU5XVUHND2SJAVI64&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_400&otracker=browse&fm=organic&iid=a5ad2794-02f3-42a1-86cb-8fd90c0b2337.MOBGSSU5XVUHND2S.SEARCH&ppt=None&ppn=None&ssid=yvvkqd3l5s0000001713283234138,LAVA,Sea Green,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/b/j/a7-torch-lf7002-lava-original-imagt4w7tfhttgxb.jpeg?q=70
Kechaoda K115,"₹1,069",https://www.flipkart.com/kechaoda-k115/p/itmexfz2mgxnzhnd?pid=MOBF8BHJPFMJZJSH&lid=LSTMOBF8BHJPFMJZJSHI84K4F&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_401&otracker=browse&fm=organic&iid=a5ad2794-02f3-42a1-86cb-8fd90c0b2337.MOBF8BHJPFMJZJSH.SEARCH&ppt=None&ppn=None&ssid=yvvkqd3l5s0000001713283234138,Kechaoda,Jade Black,128 GB,https://rukminim2.flixcart.com/image/312/312/jyq5oy80/mobile/j/x/g/kechaoda-k115-k115-original-imafgty63znn4r9k.jpeg?q=70
Kechaoda K115,"₹1,080",https://www.flipkart.com/kechaoda-k115/p/itmexfz2mgxnzhnd?pid=MOBEXFZ2VQEPTNRW&lid=LSTMOBEXFZ2VQEPTNRWTFRMEQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_402&otracker=browse&fm=organic&iid=a5ad2794-02f3-42a1-86cb-8fd90c0b2337.MOBEXFZ2VQEPTNRW.SEARCH&ppt=None&ppn=None&ssid=yvvkqd3l5s0000001713283234138,Kechaoda,Jazzy Green,128 GB,https://rukminim2.flixcart.com/image/312/312/jyxaw7k0/mobile/k/m/v/kechaoda-k115-k115-original-imafgrt4cpkmdsgk.jpeg?q=70
"REDMI 12 5G (Pastel Blue, 256 GB)","₹14,915",https://www.flipkart.com/redmi-12-5g-pastel-blue-256-gb/p/itm80cc959e28dc7?pid=MOBGZF9PTEGX5JXZ&lid=LSTMOBGZF9PTEGX5JXZDHED2N&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_403&otracker=browse&fm=organic&iid=a5ad2794-02f3-42a1-86cb-8fd90c0b2337.MOBGZF9PTEGX5JXZ.SEARCH&ppt=None&ppn=None&ssid=yvvkqd3l5s0000001713283234138,REDMI,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/0/4/-original-imagxaqu3samghjd.jpeg?q=70
BlackZone ECO X,"₹1,569",https://www.flipkart.com/blackzone-eco-x/p/itm1d6de6859ba89?pid=MOBFPY48SWTYSAVW&lid=LSTMOBFPY48SWTYSAVWU2NNA4&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_404&otracker=browse&fm=organic&iid=a5ad2794-02f3-42a1-86cb-8fd90c0b2337.MOBFPY48SWTYSAVW.SEARCH&ppt=None&ppn=None&ssid=yvvkqd3l5s0000001713283234138,BlackZone,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/k6l2vm80/mobile/a/v/w/blackzone-eco-x-eco-x-original-imafpy9sfgewgxjg.jpeg?q=70
Kechaoda K115,"₹1,089",https://www.flipkart.com/kechaoda-k115/p/itmexfz2mgxnzhnd?pid=MOBEXFZ2HMZMJGNH&lid=LSTMOBEXFZ2HMZMJGNHZ4GPEG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_405&otracker=browse&fm=organic&iid=a5ad2794-02f3-42a1-86cb-8fd90c0b2337.MOBEXFZ2HMZMJGNH.SEARCH&ppt=None&ppn=None&ssid=yvvkqd3l5s0000001713283234138,Kechaoda,Blue Black,128 GB,https://rukminim2.flixcart.com/image/312/312/jyxaw7k0/mobile/t/t/y/kechaoda-k115-k115-original-imafgrt5yqduejcj.jpeg?q=70
Kechaoda K115,"₹1,069",https://www.flipkart.com/kechaoda-k115/p/itmexfz2mgxnzhnd?pid=MOBGN26HBEU5QHSH&lid=LSTMOBGN26HBEU5QHSH5OBHQ9&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_406&otracker=browse&fm=organic&iid=a5ad2794-02f3-42a1-86cb-8fd90c0b2337.MOBGN26HBEU5QHSH.SEARCH&ppt=None&ppn=None&ssid=yvvkqd3l5s0000001713283234138,Kechaoda,Stardust Silver,256 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/e/x/k115-k115-kechaoda-original-imagn26gusxgvguq.jpeg?q=70
KARBONN Jumbo K9,"₹1,314",https://www.flipkart.com/karbonn-jumbo-k9/p/itm17b5c12bc3f48?pid=MOBDYBGBJHVZD2DX&lid=LSTMOBDYBGBJHVZD2DXWD2FRN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_407&otracker=browse&fm=organic&iid=a5ad2794-02f3-42a1-86cb-8fd90c0b2337.MOBDYBGBJHVZD2DX.SEARCH&ppt=None&ppn=None&ssid=yvvkqd3l5s0000001713283234138,KARBONN,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/k0lbdzk0/mobile/h/n/f/karbonn-k9-na-original-imafkcquxdnhckkx.jpeg?q=70
"Nothing Phone (2) (Dark Grey, 256 GB)","₹37,999",https://www.flipkart.com/nothing-phone-2-dark-grey-256-gb/p/itmc1490711c3eb9?pid=MOBGZSDKU5CGE8FX&lid=LSTMOBGZSDKU5CGE8FXD4MGTF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_408&otracker=browse&fm=organic&iid=a5ad2794-02f3-42a1-86cb-8fd90c0b2337.MOBGZSDKU5CGE8FX.SEARCH&ppt=None&ppn=None&ssid=yvvkqd3l5s0000001713283234138,Nothing,Aurora Gold,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/m/b/-original-imagrdefbw6bhbjr.jpeg?q=70
"Nothing Phone (2) (Dark Grey, 512 GB)","₹49,999",https://www.flipkart.com/nothing-phone-2-dark-grey-512-gb/p/itmc1490711c3eb9?pid=MOBGZSDKJSFH7GZT&lid=LSTMOBGZSDKJSFH7GZT0NUNZF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_409&otracker=browse&fm=organic&iid=9ad73048-6890-4fd1-a93d-3fb22a36e5a0.MOBGZSDKJSFH7GZT.SEARCH&ppt=None&ppn=None&ssid=wmbkoien5c0000001713283235219,Nothing,2a,Not available,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/m/b/-original-imagrdefbw6bhbjr.jpeg?q=70
"POCO X6 5G (Mirror Black, 256 GB)","₹19,999",https://www.flipkart.com/poco-x6-5g-mirror-black-256-gb/p/itmb410289a9f053?pid=MOBGWMGBZHPVFZ5R&lid=LSTMOBGWMGBZHPVFZ5RDNPXJH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_410&otracker=browse&fm=organic&iid=9ad73048-6890-4fd1-a93d-3fb22a36e5a0.MOBGWMGBZHPVFZ5R.SEARCH&ppt=None&ppn=None&ssid=wmbkoien5c0000001713283235219,POCO,Starfrost White,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/b/6/-original-imagwzrgzcm2cnz6.jpeg?q=70
"realme P1 5G (Peacock Green, 128 GB)","₹15,999",https://www.flipkart.com/realme-p1-5g-peacock-green-128-gb/p/itmae4447062b5b5?pid=MOBGYQ6BEHHQ9H7X&lid=LSTMOBGYQ6BEHHQ9H7XUGYV7T&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_411&otracker=browse&fm=organic&iid=en_qWGTIouAeRIZdK-Nwi-IrcD2nALJmatY3VpQ6RUcd-Vd-sh9H6CyMMym6UB1zZvzA8xqmKKET0VQ-FK90ZMQ2PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=wmbkoien5c0000001713283235219,realme,Power Black,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/d/w/p1-5g-rmx3870-realme-original-imagzxksvkdqufye.jpeg?q=70
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_412&otracker=browse&fm=organic&iid=en_qWGTIouAeRIZdK-Nwi-IrcD2nALJmatY3VpQ6RUcd-W5vVYR9NSVw7I743JpQbmdy-RydFuPrWRDQ9xVlYh5c_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=wmbkoien5c0000001713283235219,Nothing,Ocean Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/i/x/-original-imagyr3vfpqrpkbv.jpeg?q=70
"REDMI 12 5G (Jade Black, 128 GB)","₹12,435",https://www.flipkart.com/redmi-12-5g-jade-black-128-gb/p/itm0c8ba13f6fc5b?pid=MOBGZF9PDX26QCFH&lid=LSTMOBGZF9PDX26QCFHRC5YL2&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_413&otracker=browse&fm=organic&iid=9ad73048-6890-4fd1-a93d-3fb22a36e5a0.MOBGZF9PDX26QCFH.SEARCH&ppt=None&ppn=None&ssid=wmbkoien5c0000001713283235219,REDMI,Charcoal Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/m/g/-original-imagxaqtqng2hpxn.jpeg?q=70
"Motorola Edge 40 (Viva Magenta, 256 GB)","₹26,999",https://www.flipkart.com/motorola-edge-40-viva-magenta-256-gb/p/itm05e373bd204cb?pid=MOBGPJZABN3GPDZ7&lid=LSTMOBGPJZABN3GPDZ7NLCAGR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_414&otracker=browse&fm=organic&iid=9ad73048-6890-4fd1-a93d-3fb22a36e5a0.MOBGPJZABN3GPDZ7.SEARCH&ppt=None&ppn=None&ssid=wmbkoien5c0000001713283235219,Motorola,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/a/k/-original-imagqx45wnzbh25s.jpeg?q=70
"REDMI Note 13 5G (Arctic White, 128 GB)","₹17,999",https://www.flipkart.com/redmi-note-13-5g-arctic-white-128-gb/p/itm0ca1fb9ca3a5d?pid=MOBGZDPUNHCEP2C3&lid=LSTMOBGZDPUNHCEP2C3URCIQW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_415&otracker=browse&fm=organic&iid=9ad73048-6890-4fd1-a93d-3fb22a36e5a0.MOBGZDPUNHCEP2C3.SEARCH&ppt=None&ppn=None&ssid=wmbkoien5c0000001713283235219,REDMI,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/l/j/-original-imagzrfwkeu2zazh.jpeg?q=70
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,295",https://www.flipkart.com/nokia-105-single-sim-keypad-mobile-phone-wireless-fm-radio/p/itmb3bf470be7ffd?pid=MOBGC96FYY5TVSUF&lid=LSTMOBGC96FYY5TVSUFSTBYYX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_416&otracker=browse&fm=organic&iid=9ad73048-6890-4fd1-a93d-3fb22a36e5a0.MOBGC96FYY5TVSUF.SEARCH&ppt=None&ppn=None&ssid=wmbkoien5c0000001713283235219,Nokia,Ash Black,128 GB,https://rukminim2.flixcart.com/image/312/312/l0r1j0w0/mobile/m/j/u/-original-imagch29bxhbyjju.jpeg?q=70
"OPPO A38 (Glowing Black, 128 GB)","₹9,999",https://www.flipkart.com/oppo-a38-glowing-black-128-gb/p/itme1efb05b1af7f?pid=MOBGT3SHARHHCNC6&lid=LSTMOBGT3SHARHHCNC6BBXLUZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_417&otracker=browse&fm=organic&iid=9ad73048-6890-4fd1-a93d-3fb22a36e5a0.MOBGT3SHARHHCNC6.SEARCH&ppt=None&ppn=None&ssid=wmbkoien5c0000001713283235219,OPPO,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/4/b/-original-imagt6f9hj8thvtd.jpeg?q=70
"itel S23 (Mystery White, 128 GB)","₹6,889",https://www.flipkart.com/itel-s23-mystery-white-128-gb/p/itm3da5c72743402?pid=MOBGRHY39SAWGGEG&lid=LSTMOBGRHY39SAWGGEGJZT0UK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_418&otracker=browse&fm=organic&iid=9ad73048-6890-4fd1-a93d-3fb22a36e5a0.MOBGRHY39SAWGGEG.SEARCH&ppt=None&ppn=None&ssid=wmbkoien5c0000001713283235219,itel,Royal Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/r/j/s23-s665l-itel-original-imagrhy3nezcphxa.jpeg?q=70
Nokia 150,"₹2,519",https://www.flipkart.com/nokia-150/p/itm6e2e9791e79c5?pid=MOBGSFECX57DKZJG&lid=LSTMOBGSFECX57DKZJGITS4SR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_419&otracker=browse&fm=organic&iid=9ad73048-6890-4fd1-a93d-3fb22a36e5a0.MOBGSFECX57DKZJG.SEARCH&ppt=None&ppn=None&ssid=wmbkoien5c0000001713283235219,Nokia,White,512 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/o/0/-original-imagugpcxcd9ahwm.jpeg?q=70
"REDMI Note 13 Pro 5G (Midnight Black, 256 GB)","₹29,999",https://www.flipkart.com/redmi-note-13-pro-5g-midnight-black-256-gb/p/itmf1476addb94a2?pid=MOBGWFHF5HDZZSVZ&lid=LSTMOBGWFHF5HDZZSVZL25GTN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_420&otracker=browse&fm=organic&iid=9ad73048-6890-4fd1-a93d-3fb22a36e5a0.MOBGWFHF5HDZZSVZ.SEARCH&ppt=None&ppn=None&ssid=wmbkoien5c0000001713283235219,REDMI,Groovy Violet,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/1/s/-original-imagwu89jy5ems28.jpeg?q=70
"REDMI Note 12 (Sunrise Gold, 128 GB)","₹12,499",https://www.flipkart.com/redmi-note-12-sunrise-gold-128-gb/p/itm4e485ddec3bbf?pid=MOBGNYHZ7WRZ2RGT&lid=LSTMOBGNYHZ7WRZ2RGTPK1VQE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_421&otracker=browse&fm=organic&iid=9ad73048-6890-4fd1-a93d-3fb22a36e5a0.MOBGNYHZ7WRZ2RGT.SEARCH&ppt=None&ppn=None&ssid=wmbkoien5c0000001713283235219,REDMI,Starshine Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/2/z/note-12-mzb0e6fin-redmi-original-imagz62gzggajgz4.jpeg?q=70
Nokia 106,"₹1,199",https://www.flipkart.com/nokia-106/p/itmfcyw3prg7xvrs?pid=MOBFCYHEXUT5HZFF&lid=LSTMOBFCYHEXUT5HZFFJAV7LW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_422&otracker=browse&fm=organic&iid=9ad73048-6890-4fd1-a93d-3fb22a36e5a0.MOBFCYHEXUT5HZFF.SEARCH&ppt=None&ppn=None&ssid=wmbkoien5c0000001713283235219,Nokia,Satin Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/k5wse4w0/mobile/z/f/f/nokia-106-ta-1114-nokia-106-ds-original-imafzhrxjzhsj8zb.jpeg?q=70
"Nothing Phone (2) (White, 256 GB)","₹37,999",https://www.flipkart.com/nothing-phone-2-white-256-gb/p/itmc1490711c3eb9?pid=MOBGZSDKHBHNYPSH&lid=LSTMOBGZSDKHBHNYPSHLW24IH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_423&otracker=browse&fm=organic&iid=9ad73048-6890-4fd1-a93d-3fb22a36e5a0.MOBGZSDKHBHNYPSH.SEARCH&ppt=None&ppn=None&ssid=wmbkoien5c0000001713283235219,Nothing,Glacier Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/s/b/-original-imagrdefh2xgenzz.jpeg?q=70
"POCO C61 (Mystical Green, 64 GB)","₹6,999",https://www.flipkart.com/poco-c61-mystical-green-64-gb/p/itma4390cc3463bb?pid=MOBGYQ6BRR2CNWZB&lid=LSTMOBGYQ6BRR2CNWZBPN1IAB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_424&otracker=browse&fm=organic&iid=9ad73048-6890-4fd1-a93d-3fb22a36e5a0.MOBGYQ6BRR2CNWZB.SEARCH&ppt=None&ppn=None&ssid=wmbkoien5c0000001713283235219,POCO,Sea Green,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/g/r/-original-imagzcfjsdxtrnnz.jpeg?q=70
"REDMI 12 5G (Pastel Blue, 256 GB)","₹14,999",https://www.flipkart.com/redmi-12-5g-pastel-blue-256-gb/p/itmb36e1b436cfa9?pid=MOBGS9T8EPYWHHSG&lid=LSTMOBGS9T8EPYWHHSGWFNAPH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_425&otracker=browse&fm=organic&iid=9ad73048-6890-4fd1-a93d-3fb22a36e5a0.MOBGS9T8EPYWHHSG.SEARCH&ppt=None&ppn=None&ssid=wmbkoien5c0000001713283235219,REDMI,Jade Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/0/4/-original-imagxaqu3samghjd.jpeg?q=70
"IQOO Z9 (Brushed Green, 128 GB)","₹20,990",https://www.flipkart.com/iqoo-z9-brushed-green-128-gb/p/itme27e664c66320?pid=MOBGZFVUYE7M7EMR&lid=LSTMOBGZFVUYE7M7EMRUAGQZD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_426&otracker=browse&fm=organic&iid=9ad73048-6890-4fd1-a93d-3fb22a36e5a0.MOBGZFVUYE7M7EMR.SEARCH&ppt=None&ppn=None&ssid=wmbkoien5c0000001713283235219,IQOO,Jazzy Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/1/c/z9-z9-iqoo-original-imagzf4zgvdaxkys.jpeg?q=70
"SAMSUNG Galaxy F34 5G (Electric Black, 128 GB)","₹14,999",https://www.flipkart.com/samsung-galaxy-f34-5g-electric-black-128-gb/p/itm85da260a1ae3c?pid=MOBGRZMYDDS8SBXZ&lid=LSTMOBGRZMYDDS8SBXZJUP7PL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_427&otracker=browse&fm=organic&iid=9ad73048-6890-4fd1-a93d-3fb22a36e5a0.MOBGRZMYDDS8SBXZ.SEARCH&ppt=None&ppn=None&ssid=wmbkoien5c0000001713283235219,SAMSUNG,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/r/8/-original-imagtywatxffk3yh.jpeg?q=70
"POCO X6 Pro 5G (Racing Grey, 256 GB)","₹25,499",https://www.flipkart.com/poco-x6-pro-5g-racing-grey-256-gb/p/itm85f4a34189fd0?pid=MOBGWMGB59GUTVDT&lid=LSTMOBGWMGB59GUTVDTPP7DKJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_428&otracker=browse&fm=organic&iid=9ad73048-6890-4fd1-a93d-3fb22a36e5a0.MOBGWMGB59GUTVDT.SEARCH&ppt=None&ppn=None&ssid=wmbkoien5c0000001713283235219,POCO,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/z/q/-original-imagwzrjvypwnjzr.jpeg?q=70
